No errors
No warnings
512 ms
data source=metars
4668 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
FNSU 280700Z 21004KT 9999 OVC012 27/// Q1014,FNSU,2018-10-28T07:00:00Z,-11.17,13.85,,,210,4,,6.21,29.940945,,,,,,,,,,,OVC,1200,,,,,,,MVFR,,,,,,,,,,,,METAR,11.0
FNCA 280700Z 00000KT 4000 +RA BKN010 26/25 Q1014,FNCA,2018-10-28T07:00:00Z,-5.58,12.18,26.0,25.0,0,0,,2.49,29.940945,,,,,,,,,,+RA,BKN,1000,,,,,,,IFR,,,,,,,,,,,,METAR,20.0
FALW 280700Z AUTO 25006KT //// // ////// 27/15 Q1013,FALW,2018-10-28T07:00:00Z,-32.97,18.17,27.0,15.0,250,6,,,29.911417,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECI,0.0
RKSM 280700Z 08004KT 9999 FEW020 BKN040 BKN100 12/07 A2971,RKSM,2018-10-28T07:00:00Z,37.42,127.12,12.0,7.0,80,4,,6.21,29.71063,,,,,,,,,,,FEW,2000,BKN,4000,BKN,10000,,,VFR,,,,,,,,,,,,METAR,20.0
CXYH 280700Z AUTO 03001KT M04/M06 RMK AO1 SLP081 T10401061 58001,CXYH,2018-10-28T07:00:00Z,61.25,-123.75,-4.0,-6.1,30,1,,,,1008.1,,TRUE,TRUE,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,METAR,204.0
CXDK 280700Z AUTO 00000KT M10/M10 RMK AO1 SLP109 T10951104 57003,CXDK,2018-10-28T07:00:00Z,61.27,-124.47,-9.5,-10.4,0,0,,,,1010.9,,TRUE,TRUE,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,METAR,283.0
CXTN 280700Z AUTO 21012KT M07/M08 RMK AO1 SOG 78 0000 SLP081 T10701078,CXTN,2018-10-28T07:00:00Z,69.2,-122.35,-7.0,-7.8,210,12,,,,1008.1,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,552.0
CXLL 280700Z AUTO M09/M10 RMK AO1 SLP103 T10901101 54000,CXLL,2018-10-28T07:00:00Z,61.12,-122.85,-9.0,-10.1,,,,,,1010.3,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,183.0
CXCH 280700Z AUTO 03/01 RMK AO1 7PAST HR M P0003 T00340009 50007,CXCH,2018-10-28T07:00:00Z,46.63,-60.95,3.4,0.9,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,0.7,,,,,0.03,,,,,,METAR,44.0
CWXC 280700Z AUTO 36007KT M02/M08 RMK AO1 SLP201 T10181084 58018,CWXC,2018-10-28T07:00:00Z,48.88,-71.03,-1.8,-8.4,360,7,,,,1020.1,,TRUE,TRUE,,,,,,,,,,,,,,,,-1.8,,,,,,,,,,,METAR,300.0
CAHR 280700Z AUTO 07016G22KT 03/02 RMK AO1 3PAST HR PRESFR 6065 PK WND 07025/0639 SLP211 P0025 T00270019 50063,CAHR,2018-10-28T07:00:00Z,46.35,-63.17,2.7,1.9,70,16,22,,,1021.1,,TRUE,TRUE,,,,,,,,,,,,,,,,6.3,,,,,0.25,,,,,,METAR,53.0
CWQS 280700Z AUTO 09019G28KT 11/06 RMK AO1 PK WND 08039/0622 SLP849 T01120059 56050,CWQS,2018-10-28T07:00:00Z,53.32,-132.77,11.2,5.9,90,19,28,,,984.9,,TRUE,TRUE,,,,,,,,,,,,,,,,-5.0,,,,,,,,,,,METAR,14.0
CWWL 280700Z AUTO 11012G24KT 09/ RMK AO1 8PAST HR 8014 PK WND 11024/0652 SLP929 P0003 T0088 50008,CWWL,2018-10-28T07:00:00Z,53.5,-130.63,8.8,,110,12,24,,,992.9,,TRUE,TRUE,,,,,,,,,,,,,,,,0.8,,,,,0.03,,,,,,METAR,17.0
CWEK 280700Z AUTO 06031G40KT 10/04 RMK AO1 2PAST HR 5016 PK WND 05046/0612 SLP934 P0001 T01040041 50002,CWEK,2018-10-28T07:00:00Z,54.58,-130.7,10.4,4.1,60,31,40,,,993.4,,TRUE,TRUE,,,,,,,,,,,,,,,,0.2,,,,,0.01,,,,,,METAR,8.0
CWDZ 280700Z AUTO 26001KT M03/M06 RMK AO1 T10251060,CWDZ,2018-10-28T07:00:00Z,51.42,-112.67,-2.5,-6.0,260,1,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,678.0
CWRY 280700Z AUTO 29003KT M04/M06 RMK AO1 SLP183 T10361059 58005,CWRY,2018-10-28T07:00:00Z,49.12,-112.03,-3.6,-5.9,290,3,,,,1018.3,,TRUE,TRUE,,,,,,,,,,,,,,,,-0.5,,,,,,,,,,,METAR,1050.0
CWIX 280700Z AUTO 07009KT M01/M08 RMK AO1 SLP199 T10071079 58019,CWIX,2018-10-28T07:00:00Z,48.6,-71.72,-0.7,-7.9,70,9,,,,1019.9,,TRUE,TRUE,,,,,,,,,,,,,,,,-1.9,,,,,,,,,,,METAR,113.0
CWGM 280700Z AUTO 23016G24KT 07/M04 RMK AO1 PK WND 21029/0604 T00731041,CWGM,2018-10-28T07:00:00Z,49.13,-113.78,7.3,-4.1,230,16,24,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1296.0
CYZS 280700Z 17014G20KT 1 1/2SM -SN DRSN OVC004 M03/M03 A2978 RMK SC8 SLP093,CYZS,2018-10-28T07:00:00Z,64.2,-83.37,-3.0,-3.0,170,14,20,1.5,29.778543,1009.3,,,,,,,,,-SN DRSN,OVC,400,,,,,,,LIFR,,,,,,,,,,,,SPECI,64.0
VIGG 280700Z 20002KT 6000 FEW035 27/14 Q1021,VIGG,2018-10-28T07:00:00Z,32.17,76.25,27.0,14.0,200,2,,3.73,30.147638,,,,,,,,,,,FEW,3500,,,,,,,MVFR,,,,,,,,,,,,METAR,770.0
NFNA 280700Z 16003KT 9999 BKN020 BKN048 26/24 Q1010,NFNA,2018-10-28T07:00:00Z,-18.05,178.57,26.0,24.0,160,3,,6.21,29.822834,,,,,,,,,,,BKN,2000,BKN,4800,,,,,MVFR,,,,,,,,,,,,METAR,5.0
VAUD 280700Z 07002KT 6000 NSC 32/10 Q1018 NOSIG,VAUD,2018-10-28T07:00:00Z,24.6,73.9,32.0,10.0,70,2,,3.73,30.059055,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,514.0
SBAN 280700Z 26001KT 9999 FEW045 SCT100 17/16 Q1015,SBAN,2018-10-28T07:00:00Z,-16.22,-48.97,17.0,16.0,260,1,,6.21,29.970472,,,,,,,,,,,FEW,4500,SCT,10000,,,,,VFR,,,,,,,,,,,,METAR,1137.0
SBIZ 280700Z 09005KT 9999 FEW025 27/24 Q1010,SBIZ,2018-10-28T07:00:00Z,-5.52,-47.45,27.0,24.0,90,5,,6.21,29.822834,,,,,,,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,123.0
SBUR 280700Z 30004KT 9999 FEW045 20/20 Q1012,SBUR,2018-10-28T07:00:00Z,-19.77,-47.97,20.0,20.0,300,4,,6.21,29.88189,,,,,,,,,,,FEW,4500,,,,,,,VFR,,,,,,,,,,,,METAR,807.0
SBSR 280700Z 26004KT 9999 FEW030 SCT080 20/18 Q1010,SBSR,2018-10-28T07:00:00Z,-20.8,-49.4,20.0,18.0,260,4,,6.21,29.822834,,,,,,,,,,,FEW,3000,SCT,8000,,,,,VFR,,,,,,,,,,,,METAR,543.0
SBSC 280700Z 24009KT 9999 BKN040 BKN070 23/20 Q1008,SBSC,2018-10-28T07:00:00Z,-22.92,-43.72,23.0,20.0,240,9,,6.21,29.763779,,,,,,,,,,,BKN,4000,BKN,7000,,,,,VFR,,,,,,,,,,,,METAR,3.0
SBBU 280700Z 11007KT 9999 FEW025 19/19 Q1012,SBBU,2018-10-28T07:00:00Z,-22.32,-49.07,19.0,19.0,110,7,,6.21,29.88189,,,,,,,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,590.0
SBBH 280700Z 34004KT 8000 BKN007 OVC080 20/18 Q1012,SBBH,2018-10-28T07:00:00Z,-19.85,-43.95,20.0,18.0,340,4,,4.97,29.88189,,,,,,,,,,,BKN,700,OVC,8000,,,,,IFR,,,,,,,,,,,,METAR,785.0
SBAF 280700Z 28013KT 7000 BKN045 23/16 Q1010,SBAF,2018-10-28T07:00:00Z,-22.87,-43.37,23.0,16.0,280,13,,4.35,29.822834,,,,,,,,,,,BKN,4500,,,,,,,MVFR,,,,,,,,,,,,METAR,34.0
GFLL 280700Z 09006KT 9999 BKN011 FEW027CB 24/22 Q1012 RMK CB NE,GFLL,2018-10-28T07:00:00Z,8.62,-13.18,24.0,22.0,90,6,,6.21,29.88189,,,,,,,,,,,BKN,1100,FEW,2700,,,,,MVFR,,,,,,,,,,,,SPECI,27.0
HBBA 280700Z 00000KT 9999 FEW025TCU 29/17 Q1014,HBBA,2018-10-28T07:00:00Z,-3.32,29.32,29.0,17.0,0,0,,6.21,29.940945,,,,,,,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,783.0
HKJK 280700Z 06008KT 9999 BKN021 18/15 Q1025 NOSIG,HKJK,2018-10-28T07:00:00Z,-1.32,36.92,18.0,15.0,60,8,,6.21,30.265747,,,,,,TRUE,,,,,BKN,2100,,,,,,,MVFR,,,,,,,,,,,,METAR,1624.0
CWRA 280700Z AUTO 03004KT RMK AO1 58003,CWRA,2018-10-28T07:00:00Z,46.63,-53.07,,,30,4,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,METAR,28.0
CWWK 280700Z AUTO 04005KT 10/09 RMK AO1 2PAST HR 8011 SLP061 P0001 T00980086 50002,CWWK,2018-10-28T07:00:00Z,49.02,-122.78,9.8,8.6,40,5,,,,1006.1,,TRUE,TRUE,,,,,,,,,,,,,,,,0.2,,,,,0.01,,,,,,METAR,15.0
CXSE 280700Z AUTO 10001KT M19/M21 RMK AO1 SOG 50 3004 SLP149 T11871206,CXSE,2018-10-28T07:00:00Z,73.77,-105.28,-18.7,-20.6,100,1,,,,1014.9,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,11.0
OICI 280700Z 13004KT 8000 FEW035 17/07 Q1025 A3028,OICI,2018-10-28T07:00:00Z,33.58,46.4,17.0,7.0,130,4,,4.97,30.265747,,,,,,,,,,,FEW,3500,,,,,,,MVFR,,,,,,,,,,,,METAR,1343.0
OIAM 280700Z 33014KT CAVOK 20/12 Q1020,OIAM,2018-10-28T07:00:00Z,30.55,49.15,20.0,12.0,330,14,,6.21,30.11811,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
OIAG 280700Z 35016KT CAVOK 21/13 Q1020,OIAG,2018-10-28T07:00:00Z,30.77,49.67,21.0,13.0,350,16,,6.21,30.11811,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,29.0
OITT 280700Z 11008KT CAVOK 11/M03 Q1033 A3052 NOSIG,OITT,2018-10-28T07:00:00Z,38.13,46.23,11.0,-3.0,110,8,,6.21,30.501968,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1361.0
OISS 280700Z 08004KT 9999 FEW040 BKN200 19/11 Q1024 A3026,OISS,2018-10-28T07:00:00Z,29.52,52.57,19.0,11.0,80,4,,6.21,30.236221,,,,,,,,,,,FEW,4000,BKN,20000,,,,,VFR,,,,,,,,,,,,METAR,1491.0
OIMM 280700Z 11010KT 5000 RA BKN005 FEW030CB OVC070 06/06 Q1034 A3056,OIMM,2018-10-28T07:00:00Z,36.23,59.62,6.0,6.0,110,10,,3.11,30.531496,,,,,,,,,,RA,BKN,500,FEW,3000,OVC,7000,,,IFR,,,,,,,,,,,,METAR,980.0
OIKK 280700Z 01004KT 9999 FEW045 SCT100 24/01 Q1025 A3029,OIKK,2018-10-28T07:00:00Z,30.25,56.97,24.0,1.0,10,4,,6.21,30.265747,,,,,,,,,,,FEW,4500,SCT,10000,,,,,VFR,,,,,,,,,,,,METAR,1754.0
OIKB 280700Z 18008KT 4000 TS FEW025CB SCT030 30/25 Q1016 A3001 NOSIG,OIKB,2018-10-28T07:00:00Z,27.22,56.37,30.0,25.0,180,8,,2.49,30.0,,,,,,TRUE,,,,TS,FEW,2500,SCT,3000,,,,,IFR,,,,,,,,,,,,METAR,10.0
OIFM 280700Z 21004KT 9999 FEW030 16/06 Q1027 A3034,OIFM,2018-10-28T07:00:00Z,32.75,51.87,16.0,6.0,210,4,,6.21,30.324802,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,1542.0
OIAW 280700Z 32008KT CAVOK 20/09 Q1021 NOSIG,OIAW,2018-10-28T07:00:00Z,31.32,48.77,20.0,9.0,320,8,,6.21,30.147638,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,22.0
SAZM 280700Z 32009KT 9999 -RA FEW045 OVC075 14/13 Q1016,SAZM,2018-10-28T07:00:00Z,-37.92,-57.57,14.0,13.0,320,9,,6.21,30.0,,,,,,,,,,-RA,FEW,4500,OVC,7500,,,,,VFR,,,,,,,,,,,,METAR,21.0
SAWG 280700Z 27007KT CAVOK 05/00 Q1002,SAWG,2018-10-28T07:00:00Z,-51.62,-69.32,5.0,0.0,270,7,,6.21,29.586615,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,19.0
SAWE 280700Z 32012KT CAVOK 05/04 Q1000,SAWE,2018-10-28T07:00:00Z,-53.78,-67.75,5.0,4.0,320,12,,6.21,29.52756,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,22.0
SAVC 280700Z 34005KT CAVOK 13/05 Q1011,SAVC,2018-10-28T07:00:00Z,-45.77,-67.47,13.0,5.0,340,5,,6.21,29.852362,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,46.0
SASJ 280700Z 00000KT 4000 DZ BR SCT003 OVC040 17/15 Q1015,SASJ,2018-10-28T07:00:00Z,-24.37,-65.1,17.0,15.0,0,0,,2.49,29.970472,,,,,,,,,,DZ BR,SCT,300,OVC,4000,,,,,IFR,,,,,,,,,,,,METAR,1167.0
SASA 280700Z 34002KT 9999 SCT008 BKN015 16/14 Q1016,SASA,2018-10-28T07:00:00Z,-24.85,-65.47,16.0,14.0,340,2,,6.21,30.0,,,,,,,,,,,SCT,800,BKN,1500,,,,,MVFR,,,,,,,,,,,,METAR,1216.0
SARI 280700Z 23004KT CAVOK 13/12 Q1013,SARI,2018-10-28T07:00:00Z,-25.72,-54.47,13.0,12.0,230,4,,6.21,29.911417,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,270.0
SARE 280700Z 15001KT CAVOK 15/14 Q1014,SARE,2018-10-28T07:00:00Z,-27.43,-59.03,15.0,14.0,150,1,,6.21,29.940945,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,52.0
SAME 280700Z 18003KT 9999 FEW040 16/14 Q1015,SAME,2018-10-28T07:00:00Z,-32.82,-68.77,16.0,14.0,180,3,,6.21,29.970472,,,,,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,704.0
SAEZ 280700Z VRB02KT 3000 R11/1000 MIFG BR NSC 09/09 Q1017 TEMPO 2000 MIFG BR,SAEZ,2018-10-28T07:00:00Z,-34.82,-58.52,9.0,9.0,0,2,,1.86,30.029528,,,,,,,,,,MIFG BR,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,20.0
SACO 280700Z 17004KT 8000 RA SCT035 BKN065 16/14 Q1016 NOSIG,SACO,2018-10-28T07:00:00Z,-31.32,-64.22,16.0,14.0,170,4,,4.97,30.0,,,,,,TRUE,,,,RA,SCT,3500,BKN,6500,,,,,MVFR,,,,,,,,,,,,METAR,474.0
SABE 280700Z 06006KT 9999 FEW016 17/13 Q1017 NOSIG,SABE,2018-10-28T07:00:00Z,-34.57,-58.42,17.0,13.0,60,6,,6.21,30.029528,,,,,,TRUE,,,,,FEW,1600,,,,,,,VFR,,,,,,,,,,,,METAR,6.0
SAAR 280700Z 14003KT CAVOK 16/13 Q1016,SAAR,2018-10-28T07:00:00Z,-32.92,-60.77,16.0,13.0,140,3,,6.21,30.0,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,25.0
LPMR 280700Z 06003KT 9999 FEW015 07/04 Q1009,LPMR,2018-10-28T07:00:00Z,39.82,-8.87,7.0,4.0,60,3,,6.21,29.793306,,,,,,,,,,,FEW,1500,,,,,,,VFR,,,,,,,,,,,,METAR,54.0
LPOV 280700Z 01012KT 340V040 9999 FEW015 07/02 Q1009,LPOV,2018-10-28T07:00:00Z,40.92,-8.65,7.0,2.0,10,12,,6.21,29.793306,,,,,,,,,,,FEW,1500,,,,,,,VFR,,,,,,,,,,,,METAR,17.0
RPMR 280700Z 16008KT 9999 FEW018 BKN080 30/25 Q1008 NOSIG RMK A2977,RPMR,2018-10-28T07:00:00Z,6.05,125.1,30.0,25.0,160,8,,6.21,29.763779,,,,,,TRUE,,,,,FEW,1800,BKN,8000,,,,,VFR,,,,,,,,,,,,METAR,154.0
RPVP 280700Z 09004KT 9999 FEW019 BKN240 32/23 Q1007 RMK A2974,RPVP,2018-10-28T07:00:00Z,9.75,118.72,32.0,23.0,90,4,,6.21,29.734253,,,,,,,,,,,FEW,1900,BKN,24000,,,,,VFR,,,,,,,,,,,,METAR,16.0
RPVD 280700Z 32010KT 9999 FEW015 BKN220 32/23 Q1005 RMK A2968,RPVD,2018-10-28T07:00:00Z,9.33,123.3,32.0,23.0,320,10,,6.21,29.675198,,,,,,,,,,,FEW,1500,BKN,22000,,,,,VFR,,,,,,,,,,,,METAR,8.0
RPLC 280700Z 36010KT 9999 SCT020 BKN300 33/21 Q1007 NOSIG RMK A2974,RPLC,2018-10-28T07:00:00Z,15.17,120.58,33.0,21.0,360,10,,6.21,29.734253,,,,,,TRUE,,,,,SCT,2000,BKN,30000,,,,,VFR,,,,,,,,,,,,METAR,196.0
OIZJ 280700Z 11010KT 6000 NSC 29/24 Q1016,OIZJ,2018-10-28T07:00:00Z,25.65,57.8,29.0,24.0,110,10,,3.73,30.0,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,4.0
OIMT 280700Z AUTO 36004KT //// // ////// 21/11 Q1021,OIMT,2018-10-28T07:00:00Z,33.67,56.92,21.0,11.0,360,4,,,30.147638,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,711.0
OIMN 280700Z 09006KT 7000 SCT010 OVC090 09/07 Q1032,OIMN,2018-10-28T07:00:00Z,37.48,57.3,9.0,7.0,90,6,,4.35,30.47244,,,,,,,,,,,SCT,1000,OVC,9000,,,,,MVFR,,,,,,,,,,,,METAR,1074.0
OIMB 280700Z 10012KT 2500 HZ FEW035 SCT090 24/04 Q1023,OIMB,2018-10-28T07:00:00Z,32.9,59.28,24.0,4.0,100,12,,1.55,30.206694,,,,,,,,,,HZ,FEW,3500,SCT,9000,,,,,IFR,,,,,,,,,,,,METAR,1491.0
OIIP 280700Z 31012KT 4000 -RA BR SCT030CB SCT035 OVC090 07/06 Q1030,OIIP,2018-10-28T07:00:00Z,35.78,50.83,7.0,6.0,310,12,,2.49,30.413385,,,,,,,,,,-RA BR,SCT,3000,SCT,3500,OVC,9000,,,IFR,,,,,,,,,,,,METAR,1271.0
OIFS 280700Z 07004KT 9999 FEW035 14/03 Q1029,OIFS,2018-10-28T07:00:00Z,32.32,50.85,14.0,3.0,70,4,,6.21,30.383858,,,,,,,,,,,FEW,3500,,,,,,,VFR,,,,,,,,,,,,METAR,2078.0
OIBV 280700Z 30010KT 9999 FEW030 BKN200 32/16 Q1016,OIBV,2018-10-28T07:00:00Z,26.82,53.35,32.0,16.0,300,10,,6.21,30.0,,,,,,,,,,,FEW,3000,BKN,20000,,,,,VFR,,,,,,,,,,,,METAR,24.0
OIBA 280700Z 15008KT 7000 NSC 32/22 Q1015,OIBA,2018-10-28T07:00:00Z,25.88,55.03,32.0,22.0,150,8,,4.35,29.970472,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,7.0
OITL 280700Z 16004KT 4000 -DZ BR BKN006 BKN020 06/06 Q1033,OITL,2018-10-28T07:00:00Z,38.33,48.42,6.0,6.0,160,4,,2.49,30.501968,,,,,,,,,,-DZ BR,BKN,600,BKN,2000,,,,,IFR,,,,,,,,,,,,METAR,1316.0
OIHH 280700Z 02002KT 9999 SCT040 10/03 Q1029,OIHH,2018-10-28T07:00:00Z,34.87,48.55,10.0,3.0,20,2,,6.21,30.383858,,,,,,,,,,,SCT,4000,,,,,,,VFR,,,,,,,,,,,,METAR,1757.0
OICS 280700Z 36010KT 9999 SCT035 13/02 Q1029,OICS,2018-10-28T07:00:00Z,35.25,47.02,13.0,2.0,360,10,,6.21,30.383858,,,,,,,,,,,SCT,3500,,,,,,,VFR,,,,,,,,,,,,METAR,1373.0
OIBP 280700Z 29012KT 9999 FEW040 BKN190 29/19 Q1016 A3001,OIBP,2018-10-28T07:00:00Z,27.38,52.73,29.0,19.0,290,12,,6.21,30.0,,,,,,,,,,,FEW,4000,BKN,19000,,,,,VFR,,,,,,,,,,,,METAR,9.0
OIBB 280700Z 36010KT 4000 HZ FEW040 SCT180 25/18 Q1018 A3008,OIBB,2018-10-28T07:00:00Z,28.97,50.82,25.0,18.0,360,10,,2.49,30.059055,,,,,,,,,,HZ,FEW,4000,SCT,18000,,,,,IFR,,,,,,,,,,,,METAR,19.0
OITM 280700Z 32004KT CAVOK 12/01 Q1031,OITM,2018-10-28T07:00:00Z,37.35,46.15,12.0,1.0,320,4,,6.21,30.442913,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1340.0
OINE 280700Z 24004KT 9999 SCT030 BKN090 15/11 Q1033,OINE,2018-10-28T07:00:00Z,37.38,55.45,15.0,11.0,240,4,,6.21,30.501968,,,,,,,,,,,SCT,3000,BKN,9000,,,,,VFR,,,,,,,,,,,,METAR,130.0
OIMQ 280700Z 12014KT 9999 -RA SCT020 OVC090 15/08 Q1026,OIMQ,2018-10-28T07:00:00Z,35.23,58.47,15.0,8.0,120,14,,6.21,30.295275,,,,,,,,,,-RA,SCT,2000,OVC,9000,,,,,VFR,,,,,,,,,,,,METAR,1140.0
OIMD 280700Z 12020KT 3000 SA SCT030 OVC090 13/09 Q1023 RERA,OIMD,2018-10-28T07:00:00Z,34.38,58.63,13.0,9.0,120,20,,1.86,30.206694,,,,,,,,,,SA,SCT,3000,OVC,9000,,,,,IFR,,,,,,,,,,,,METAR,1100.0
OIMC 280700Z 30012KT 9999 SCT025 OVC090 10/09 Q1037,OIMC,2018-10-28T07:00:00Z,36.5,61.07,10.0,9.0,300,12,,6.21,30.620079,,,,,,,,,,,SCT,2500,OVC,9000,,,,,VFR,,,,,,,,,,,,METAR,288.0
OIIK 280700Z 14004KT 9999 FEW030CB SCT035 OVC090 09/07 Q1030,OIIK,2018-10-28T07:00:00Z,36.25,50.05,9.0,7.0,140,4,,6.21,30.413385,,,,,,,,,,,FEW,3000,SCT,3500,OVC,9000,,,VFR,,,,,,,,,,,,METAR,1278.0
OIBQ 280700Z 31021KT CAVOK 25/20 Q1019,OIBQ,2018-10-28T07:00:00Z,29.27,50.32,25.0,20.0,310,21,,6.21,30.088583,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,6.0
OIBL 280700Z 10006KT 6000 FEW030 31/23 Q1016,OIBL,2018-10-28T07:00:00Z,26.53,54.82,31.0,23.0,100,6,,3.73,30.0,,,,,,,,,,,FEW,3000,,,,,,,MVFR,,,,,,,,,,,,METAR,14.0
OIZI 280700Z 20004KT 8000 FEW040TCU BKN200 30/13 Q1019,OIZI,2018-10-28T07:00:00Z,27.23,60.72,30.0,13.0,200,4,,4.97,30.088583,,,,,,,,,,,FEW,4000,BKN,20000,,,,,MVFR,,,,,,,,,,,,METAR,591.0
OIZB 280700Z 35025G37KT 1200 SA NSC 24/08 Q1018,OIZB,2018-10-28T07:00:00Z,31.1,61.55,24.0,8.0,350,25,37,0.75,30.059055,,,,,,,,,,SA,CLR,,,,,,,,LIFR,,,,,,,,,,,,METAR,489.0
OING 280700Z 35004KT 9999 FEW020 17/12 Q1034,OING,2018-10-28T07:00:00Z,36.9,54.4,17.0,12.0,350,4,,6.21,30.531496,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,155.0
OIHR 280700Z 06010KT 7000 FEW035 SCT090 11/03 Q1029,OIHR,2018-10-28T07:00:00Z,34.13,49.85,11.0,3.0,60,10,,4.35,30.383858,,,,,,,,,,,FEW,3500,SCT,9000,,,,,MVFR,,,,,,,,,,,,METAR,1658.0
OIBS 280700Z 08010KT 6000 NSC 31/24 Q1016,OIBS,2018-10-28T07:00:00Z,25.9,54.55,31.0,24.0,80,10,,3.73,30.0,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,14.0
OIBJ 280700Z 07006KT CAVOK 23/18 Q1021,OIBJ,2018-10-28T07:00:00Z,27.82,52.35,23.0,18.0,70,6,,6.21,30.147638,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,663.0
OIYY 280700Z 31012KT 5000 SA FEW035CB SCT040 BKN090 16/07 Q1028,OIYY,2018-10-28T07:00:00Z,31.9,54.28,16.0,7.0,310,12,,3.11,30.35433,,,,,,,,,,SA,FEW,3500,SCT,4000,BKN,9000,,,MVFR,,,,,,,,,,,,METAR,1236.0
OITR 280700Z 01006KT CAVOK 11/00 Q1033,OITR,2018-10-28T07:00:00Z,37.67,45.07,11.0,0.0,10,6,,6.21,30.501968,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1312.0
OINZ 280700Z 07008KT 9999 SCT025 SCT030 17/13 Q1033,OINZ,2018-10-28T07:00:00Z,36.63,53.2,17.0,13.0,70,8,,6.21,30.501968,,,,,,,,,,,SCT,2500,SCT,3000,,,,,VFR,,,,,,,,,,,,METAR,11.0
OIIE 280700Z 32014KT 8000 FEW030 SCT035CB OVC100 10/08 Q1029,OIIE,2018-10-28T07:00:00Z,35.42,51.15,10.0,8.0,320,14,,4.97,30.383858,,,,,,,,,,,FEW,3000,SCT,3500,OVC,10000,,,MVFR,,,,,,,,,,,,METAR,1008.0
OIGG 280700Z 21004KT 8000 -DZ BKN010 FEW015CB OVC060 14/13 Q1034,OIGG,2018-10-28T07:00:00Z,37.33,49.6,14.0,13.0,210,4,,4.97,30.531496,,,,,,,,,,-DZ,BKN,1000,FEW,1500,OVC,6000,,,MVFR,,,,,,,,,,,,METAR,-13.0
